iter	Logloss
424	0.0985027606
425	0.09844510529
426	0.09838447228
427	0.0983232422
428	0.09826084428
429	0.09817825117
430	0.09812174119
431	0.09805679402
432	0.09799210624
433	0.09770083064
434	0.09760889896
435	0.09749986991
436	0.09743917236
437	0.09738079723
438	0.09732259614
439	0.09722385451
440	0.09713860736
441	0.09707232705
442	0.09701566946
443	0.09694955673
444	0.09684998323
445	0.09674878324
446	0.09654486035
447	0.09640103169
448	0.09633729015
449	0.09625663904
450	0.09600282994
451	0.09581608297
452	0.09575947331
453	0.09569461597
454	0.09563858768
455	0.09558443769
456	0.09552474171
457	0.09547058514
458	0.09540893808
459	0.09535367496
460	0.09520684845
461	0.095021886
462	0.09496356949
463	0.09488956263
464	0.09482686742
465	0.09476280611
466	0.09470500676
467	0.0946206553
468	0.0944496472
469	0.09428144636
470	0.09422411437
471	0.0941667553
472	0.09410659546
473	0.09405111288
474	0.09399479039
475	0.09368739816
476	0.09362084527
477	0.09356527699
478	0.093510395
479	0.09345159534
480	0.09339534675
481	0.09333882041
482	0.09327787874
483	0.09322076995
484	0.09316186086
485	0.09310301268
486	0.09304453044
487	0.09289410959
488	0.09283794234
489	0.09272592551
490	0.09266584451
491	0.09260837269
492	0.09244709756
493	0.09239241826
494	0.09233943078
495	0.09221806859
496	0.09215961747
497	0.09210766362
498	0.09204742023
499	0.09199166614
500	0.09193324232
501	0.09187938816
502	0.09182208942
503	0.0917645911
504	0.091708349
505	0.09165372452
506	0.09159910474
507	0.09148336177
508	0.09142389798
509	0.09131898
510	0.0912628263
511	0.09120883674
512	0.09101638086
513	0.09096044094
514	0.09085023424
515	0.09079519885
516	0.09068331503
517	0.09061565577
518	0.09043444401
519	0.09037727305
520	0.09008176933
521	0.09003118889
522	0.08995030946
523	0.08989461932
524	0.08984075675
525	0.08978046865
526	0.08970117834
527	0.08964670776
528	0.08959303773
529	0.08932776363
530	0.08923989578
531	0.08918663268
532	0.0891349215
533	0.08886493841
534	0.08881165319
535	0.08875885762
536	0.08870411802
537	0.08858397934
538	0.08852949019
539	0.08833892534
540	0.08828495147
541	0.08823665867
542	0.08811124201
543	0.08805745977
544	0.0880053091
545	0.08795520502
546	0.08775468382
547	0.08759179915
548	0.08754087908
549	0.08748910739
550	0.08719939159
551	0.08714932027
552	0.08709764871
553	0.08700691783
554	0.08691486336
555	0.08684709923
556	0.08679779575
557	0.0867106515
558	0.08666114531
559	0.0866122801
560	0.08656169116
561	0.08651318738
562	0.08646267901
563	0.0862871339
564	0.08621386323
565	0.08597859677
566	0.08586126901
567	0.085675945
568	0.08562759237
569	0.08556137143
570	0.0855124577
571	0.08546340041
572	0.08541570045
573	0.08536767514
574	0.08531905813
575	0.08511121631
576	0.08506344245
577	0.08501585886
578	0.08497045133
579	0.08488910935
580	0.08484458667
581	0.08479788774
582	0.08472018711
583	0.08463969225
584	0.08459292581
585	0.08454693992
586	0.08450094284
587	0.08440337239
588	0.08423777354
589	0.08419094404
590	0.08414457167
591	0.08406264263
592	0.08396363272
593	0.083917701
594	0.08387195113
595	0.08372081998
596	0.08367668074
597	0.08359588908
598	0.08355060969
599	0.08350566972
600	0.08346109241
601	0.08337897207
602	0.08313559587
603	0.08309062788
604	0.08299522365
605	0.08295056412
606	0.08277397366
607	0.0827293739
608	0.08253506452
609	0.08249128656
610	0.08238939482
611	0.08234546968
612	0.08217110179
613	0.0821278544
614	0.08201312259
615	0.08193161432
616	0.08188781934
617	0.08166035598
618	0.0816175606
619	0.08155452506
620	0.08151100492
621	0.08146767146
622	0.08142447124
623	0.0813262324
624	0.08105024658
625	0.08083359877
626	0.08075967975
627	0.0807167614
628	0.08067367089
629	0.08053220377
630	0.08048959648
631	0.08044897359
632	0.08040650876
633	0.08036439647
634	0.08032261942
635	0.08024124481
636	0.08019932643
637	0.08003325727
638	0.07982397
639	0.07962693137
640	0.07958739919
641	0.07947195644
642	0.07940254387
643	0.07930626553
644	0.07921504316
645	0.07917355225
646	0.079132066
647	0.07905439603
648	0.07891813652
649	0.07887688464
650	0.07883592422
651	0.07866189305
652	0.07860130691
653	0.0785603028
654	0.07851968091
655	0.07847926301
656	0.07843907026
657	0.07839906374
658	0.07835899438
659	0.07829937798
660	0.07825952001
661	0.078021442
662	0.07798164213
663	0.07794273099
664	0.07790345323
665	0.07775986439
666	0.07772067236
667	0.07768162338
668	0.07764258079
669	0.07756059175
670	0.07750255722
671	0.077422173
672	0.07723379936
673	0.07719630443
674	0.07715730946
675	0.07711874058
676	0.07699903002
677	0.07696046263
678	0.076882654
679	0.07677701682
680	0.07669565811
681	0.07665827333
682	0.07651214704
683	0.07647390134
684	0.07640735828
685	0.07637026318
686	0.07633236666
687	0.07629471872
688	0.07617128916
689	0.07610718349
690	0.0760395408
691	0.07600189101
692	0.07596436933
693	0.07592709838
694	0.07578407611
695	0.07574688713
696	0.07570988154
697	0.07567300629
698	0.07563621873
699	0.07555726235
700	0.075291225
701	0.07514828017
702	0.07492822553
703	0.07470550651
704	0.0746428794
705	0.07460596029
706	0.07453874351
707	0.07450197782
708	0.07446620614
709	0.07440239049
710	0.07436599989
711	0.07432983189
712	0.0742937583
713	0.0741763186
714	0.07414044717
715	0.07391310833
716	0.0736384249
717	0.07360256985
718	0.07340943072
719	0.07335504955
720	0.07331927988
721	0.07323268351
722	0.07319704518
723	0.07316153485
724	0.07300486341
725	0.07296952739
726	0.07290668384
727	0.07287286848
728	0.07283769032
729	0.07264327966
730	0.07253942055
731	0.07247103404
732	0.07243589864
733	0.07231637641
734	0.07228135328
735	0.07212967363
736	0.07209546959
737	0.07204180365
738	0.0720070691
739	0.07184354739
740	0.07177529139
741	0.07174060835
742	0.07170604833
743	0.07164692971
744	0.07161255821
745	0.07157833401
746	0.07154422295
747	0.07136226407
748	0.07132816796
749	0.07129419319
750	0.07126045959
751	0.07113533513
752	0.07094327244
753	0.07090945735
754	0.070850324
755	0.07063231378
756	0.07059855072
757	0.07047205407
758	0.07043840988
759	0.07040494229
760	0.07037160972
761	0.07033835649
762	0.07030523695
763	0.07027223524
764	0.07022147834
765	0.07018859594
766	0.07015586326
767	0.07009887499
768	0.07003584589
769	0.06990508733
770	0.06970151991
771	0.06966876242
772	0.06963684684
773	0.06960436014
774	0.06957202478
775	0.06943665442
776	0.06935225567
777	0.06932043346
778	0.06927098275
779	0.06923881277
780	0.06905255404
781	0.06895530443
782	0.06892316478
783	0.06889118062
784	0.0687275669
785	0.06866795855
786	0.06863704744
787	0.06860523758
788	0.06857360287
789	0.06854208535
790	0.06834169217
791	0.06831015839
792	0.06826183603
793	0.06823171314
794	0.06807182424
795	0.06795403621
796	0.06781806463
797	0.06778662701
798	0.06775535501
799	0.06772417038
800	0.06769385517
801	0.06763064584
802	0.06757146914
803	0.06743464947
804	0.0674036287
805	0.06737273468
806	0.0672519288
807	0.06720327184
808	0.06717244844
809	0.06714171804
810	0.06711111741
811	0.06708106891
812	0.06705070344
813	0.0670204537
814	0.06699029208
815	0.06696025859
816	0.0669076431
817	0.06681770621
818	0.06666218005
819	0.06663211826
820	0.0666021335
821	0.06657229055
822	0.0664406331
823	0.06641081571
824	0.06636389881
825	0.06633569628
826	0.06623436895
827	0.06620477081
828	0.06617509343
829	0.06612142065
830	0.06609201262
831	0.0660626958
832	0.06599736356
833	0.0659681356
834	0.06590051481
835	0.06587142249
836	0.06574166085
837	0.06571265739
838	0.06568374588
839	0.06563824916
840	0.06555506724
841	0.06552622264
842	0.06549752983
843	0.0653168848
844	0.06528824302
845	0.06510514793
846	0.06493209104
847	0.06490347255
848	0.06487496792
849	0.06478482807
850	0.06474011008
851	0.06471174722
852	0.06458351468
853	0.06455524045
854	0.06452705605
855	0.0644989555
856	0.06444688726
857	0.06441883199
858	0.06439088266
859	0.06426739785
860	0.06423950763
861	0.06410504526
862	0.06392183978
863	0.06389391395
864	0.06384988215
865	0.06380547643
866	0.06377766891
867	0.06374996104
868	0.06369799037
869	0.06367040722
870	0.06364296129
871	0.06346283809
872	0.06340217659
873	0.06337480196
874	0.06334755882
875	0.06329000068
876	0.06326271921
877	0.06316799478
878	0.06306764765
879	0.06289618414
880	0.06275851878
881	0.06273144422
882	0.06270447472
883	0.06267759735
884	0.06263532825
885	0.062585796
886	0.06255900675
887	0.06253239584
888	0.06243217914
889	0.06240561228
890	0.06227942478
891	0.06225287165
892	0.0622264272
893	0.06220009536
894	0.06211624845
895	0.06209036216
896	0.06206421859
897	0.06201163776
898	0.06198554368
899	0.06185867771
900	0.06183258768
901	0.06179096191
902	0.06176497185
903	0.06158178019
904	0.06152305484
905	0.06149706263
906	0.06147118043
907	0.06144540086
908	0.06134392276
909	0.06122840097
910	0.06120256355
911	0.06117689271
912	0.06115133846
913	0.06109778433
914	0.06105325866
915	0.06102779037
916	0.06090084333
917	0.06087543273
918	0.06076656923
919	0.06074125273
920	0.06071605387
921	0.06052089154
922	0.06049573785
923	0.06047119733
924	0.06037460271
925	0.06033443037
926	0.06030977237
927	0.06012759322
928	0.06008117641
929	0.06005617882
930	0.06003131091
931	0.06000655376
932	0.05998188176
933	0.05988678667
934	0.05986216545
935	0.05971242044
936	0.0596730046
937	0.0596483797
938	0.05957179696
939	0.05954727242
940	0.05952285688
941	0.05936930909
942	0.0593246666
943	0.05930059707
944	0.05924818071
945	0.05922384685
946	0.05919962229
947	0.05917549451
948	0.0591259988
949	0.05910195002
950	0.0590633011
951	0.05903934114
952	0.0590154633
953	0.05899165958
954	0.05896792661
955	0.05887205363
956	0.05883389205
957	0.05881014814
958	0.05878649066
959	0.0586357976
960	0.05852556749
961	0.05850190482
962	0.05845162367
963	0.05842805884
964	0.05834141452
965	0.05831842761
966	0.05828089813
967	0.05825749709
968	0.05823417949
969	0.05821094078
970	0.05816152836
971	0.05813836663
972	0.05811529282
973	0.05807801579
974	0.05805533122
975	0.05803241593
976	0.05800954856
977	0.0579599707
978	0.05777591856
979	0.05775332626
980	0.05773110374
981	0.05768261991
982	0.05758060758
983	0.05745709652
984	0.05743428928
985	0.05741156876
986	0.05737176179
987	0.05734909959
988	0.05732650896
989	0.057241997
990	0.05710114232
991	0.05707854813
992	0.05704188267
993	0.05701938701
994	0.05684095735
995	0.05667597545
996	0.05657023826
997	0.0565476764
998	0.05646907046
999	0.05644699823
